$GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -release  JUN 22, 2021 11:17:23

*RUN   1        : [1] INOS (INOS0001.WTH)   CSCER047 UAVA1901    1
 MODEL          : CSCER047 - Wheat
 EXPERIMENT     : UAVA1901 WH TRIGO PANDORA ROTACION
 DATA PATH      : C:\DSSAT47\SensWork\
 TREATMENT  1   : [1] INOS (INOS0001.WTH)   CSCER047
  
@YEAR DOY   DAS   DAP TMEAN TKILL  GSTD  L#SD PARID PARUD  AWAD  LAID  SAID  CAID  TWAD SDWAD  RWAD  CWAD  LWAD  SWAD  HWAD  HIAD CHWAD  EWAD RSWAD SNWPD SNWLD SNWSD  RS%D  H#AD  HWUD  T#AD  SLAD  RDPD  PTFD  SWXD WAVRD WUPRD  WFTD  WFPD  WFGD  NFTD  NFPD  NFGD NUPRD  TFPD  TFGD VRNFD DYLFD
 2000 241    28    13   8.8  -6.9 11.93  1.93  0.18  2.78  19.2  0.24 0.028  0.26   240    43    19   179    80    99     0  0.00     0     0    59     0     0 .0277  32.8     0     0   500   294  0.18  0.76  67.6  99.9  2.16  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.12  0.00  0.35
 2000 242    29    14   7.2  -7.1 12.04  2.04  0.19  2.78   5.8  0.25 0.029  0.28   246    40    20   186    85   101     0  0.00     0     0    59     0     0 .0345  31.7     0     0   500   293  0.19  0.76  73.0  99.9  8.71  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.27  0.00  0.35
 2000 243    30    15   6.2  -7.4 12.10  2.10  0.20  2.78  39.2  0.26 0.030  0.29   281    38    25   218    87   130     0  0.00     0     0    87     0     0 .0406  40.0     0     0   500   292  0.20  0.76  72.2  99.9  1.37  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.38  0.00  0.35
 2000 244    31    16   6.2  -7.7 12.17  2.17  0.20  2.78  29.8  0.26 0.031  0.29   308    37    29   242    90   152     0  0.00     0     0   108     0     0 .0485  44.6     0     0   500   292  0.21  0.76  74.7  99.9  2.32  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.38  0.00  0.34
 2000 245    32    17   8.8  -7.8 12.25  2.25  0.21  2.78  31.4  0.28 0.033  0.31   336    35    34   268    94   173     0  0.00     0     0   127     0     0 .0613  47.3     0     0   500   291  0.22  0.76  75.6  99.9  2.44  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.12  0.00  0.34
 2000 246    33    18   4.7  -8.2 12.30  2.30  0.21  2.61  42.2  0.28 0.033  0.31   375    34    40   301    96   205     0  0.00     0     0   158     0     0 .0693  52.4     0     0   500   291  0.22  0.76  75.9  99.9  2.14  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.06  0.53  0.00  0.33
 2000 247    34    19   6.1  -8.5 12.36  2.36  0.22  2.78  40.2  0.29 0.034  0.32   411    33    46   332    98   234     0  0.00     0     0   186     0     0 .0815  55.9     0     0   500   291  0.23  0.76  76.5  99.9  2.71  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.39  0.00  0.33
 2000 248    35    20   7.3  -8.7 12.44  2.44  0.22  2.78  42.5  0.29 0.035  0.33   449    32    52   365   101   264     0  0.00     0     0   214     0     0 .0981  58.6     0     0   500   290  0.24  0.76  75.5  99.9  2.85  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.27  0.00  0.33
 2000 249    36    21   7.6  -8.8 12.52  2.52  0.23  2.78  18.7  0.30 0.036  0.34   466    32    54   380   105   276     0  0.00     0     0   224     0     0 0.118  58.8     0     0   500   290  0.25  0.76  76.4  99.9  7.27  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.24  0.00  0.32
 2000 250    37    22   9.5  -8.9 12.61  2.61  0.24  2.78  23.7  0.32 0.038  0.36   488    31    58   399   111   289     0  0.00     0     0   234     0     0 0.144  58.7     0     0   500   289  0.26  0.76  88.5  99.9  5.89  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.05  0.00  0.32
 2000 251    38    23   4.4  -9.3 12.66  2.66  0.24  2.44  36.0  0.32 0.039  0.36   520    31    63   427   112   315     0  0.00     0     0   260     0     0 0.156  61.0     0     0   500   288  0.26  0.77  85.1  99.9  4.07  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.12  0.56  0.00  0.32
 2000 252    39    24   3.6  -9.7 12.70  2.70  0.24  2.00  14.4  0.32 0.039  0.36   533    30    65   438   113   326     0  0.00     0     0   271     0     0 0.168  61.7     0     0   500   288  0.26  0.77  89.9  99.9  9.56  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.28  0.64  0.00  0.31
 2000 253    40    25   3.9 -10.0 12.74  2.74  0.24  2.19  28.3  0.33 0.039  0.37   559    30    69   460   114   347     0  0.00     0     0   291     0     0 0.180  63.2     0     0   500   288  0.27  0.77  91.3  99.9  5.43  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.21  0.61  0.00  0.31
 2000 254    41    26   5.4 -10.0 12.79  2.79  0.25  2.78  41.5  0.33 0.040  0.37   597    30    74   492   116   377     0  0.00     0     0   320     0     0 0.199  65.1     0     0   500   288  0.27  0.77  89.8  99.9  4.67  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.46  0.00  0.30
 2000 255    42    27   3.7 -10.0 12.83  2.83  0.25  2.06  15.7  0.33 0.040  0.37   611    30    77   505   116   388     0  0.00     0     0   331     0     0 0.213  65.6     0     0   500   288  0.28  0.77  88.5  99.9 10.43  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.26  0.63  0.00  0.30
 2000 256    43    28   6.1 -10.0 12.89  2.89  0.25  2.78  59.8  0.34 0.041  0.38   665    30    85   551   119   432     0  0.00     0     0   374     0     0 0.236  67.9     0     0   500   287  0.28  0.77  88.8  99.9  3.54  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.39  0.00  0.30
 2000 257    44    29   5.9 -10.0 12.95  2.95  0.26  2.78  62.6  0.35 0.042  0.39   722    29    94   599   121   478     0  0.00     0     0   419     0     0 0.262  69.9     0     0   500   287  0.29  0.77  89.0  99.9  3.75  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.41  0.00  0.29
 2000 258    45    30   6.9 -10.0 13.02  3.02  0.26  2.78  23.8  0.36 0.043  0.40   743    29    97   617   124   493     0  0.00     0     0   433     0     0 0.294  70.1     0     0   500   287  0.30  0.77  92.6  99.9 10.74  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.31  0.00  0.29
 2000 259    46    31   8.9 -10.0 13.11  3.11  0.27  2.78  56.1  0.37 0.045  0.41   794    29   105   661   129   532     0  0.00     0     0   468     0     0 0.337  70.9     0     0   545   286  0.31  0.77  97.8  99.9  4.43  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.11  0.00  0.29
 2000 260    47    32   5.1 -10.0 13.17  3.17  0.27  2.78  11.6  0.37 0.045  0.42   805    29   106   670   131   539     0  0.00     0     0   475     0     0 0.363  70.9     0     0   571   285  0.31  0.77 102.4  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.50  0.00  0.28
 2000 261    48    33  11.2 -10.0 13.28  3.28  0.29  2.78  29.5  0.40 0.048  0.44   832    29   110   693   139   553     0  0.00     0     0   485     0     0 0.423  70.0     0     0   629   284  0.32  0.77 104.9  99.9  8.82  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.28
 2000 262    49    34  10.8 -10.0 13.39  3.39  0.30  2.78  35.8  0.42 0.051  0.47   864    29   115   720   148   572     0  0.00     0     0   500     0     0 0.482  69.4     0     0   683   283  0.34  0.77 103.7  99.9  7.61  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.28
 2000 263    50    35  10.2 -10.0 13.49  3.49  0.31  2.78  34.6  0.44 0.054  0.50   895    29   120   747   157   590     0  0.00     0     0   513     0     0 0.541  68.7     0     0   736   282  0.35  0.77 105.1  99.9  8.34  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.27
 2000 264    51    36  11.2 -10.0 13.61  3.61  0.33  2.78  74.1  0.47 0.058  0.53   963    29   130   805   167   637     0  0.00     0     0   555     0     0 0.609  69.0     0     0   793   281  0.36  0.77 109.2  99.9  3.96  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.27
 2000 265    52    37   9.3 -10.0 13.70  3.70  0.34  2.78  22.0  0.49 0.061  0.55   983    29   132   822   176   646     0  0.00     0     0   559     0     0 0.669  68.0     0     0   841   280  0.37  0.78 113.9  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.07  0.00  0.26
 2000 266    53    38  11.2 -10.0 13.82  3.82  0.36  2.78  57.0  0.52 0.065  0.59  1035    28   140   866   187   679     0  0.00     0     0   586     0     0 0.743  67.6     0     0   898   280  0.38  0.78 114.2  99.9  5.71  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.26
 2000 267    54    39   9.1 -10.0 13.91  3.91  0.37  2.78  84.3  0.55 0.068  0.62  1111    28   151   931   196   735     0  0.00     0     0   637     0     0 0.807  68.4     0     0   944   279  0.39  0.78 111.0  99.9  4.29  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.09  0.00  0.26
 2000 268    55    40   8.1 -10.0 13.99  3.99  0.38  2.78  87.3  0.57 0.071  0.64  1191    28   163   999   204   796     0  0.00     0     0   694     0     0 0.868  69.4     0     0   985   278  0.40  0.78 109.6  99.9  4.54  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.19  0.00  0.25
 2000 269    56    41  10.4 -10.0 21.08  4.10  0.40  2.78  30.3  0.60 0.075  0.68  1218    28   167  1023   217   806     0  0.00     0     0   698     0     0 0.952  68.2     0     0  1038   277  0.41  0.78 110.6  99.9 13.42  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.25
 2000 270    57    42  13.9 -10.0 21.22  4.24  0.42  2.78  80.0  0.65 0.083  0.73  1287    28   177  1081   236   845     0  0.00     0     0   725     0 4.472 1.068  67.1     0     0  1109   276  0.42  0.78 111.0  99.9  4.78  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.25
 2000 271    58    43  12.9 -10.0 21.35  4.37  0.45  2.78  94.5  0.70 0.089  0.79  1369    28   189  1151   254   896     0  0.00     0     0   766     0 8.641 1.182  66.6     0     0  1174   274  0.43  0.78 111.0  93.9  4.41  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.24
 2000 272    59    44   9.3 -10.0 21.44  4.47  0.46  2.78  61.5  0.73 0.094  0.82  1422    28   197  1196   266   929     0  0.00     0     0   792     0 11.67 1.270  66.2     0     0  1222   273  0.44  0.78 111.7  99.9  7.94  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.07  0.00  0.24
 2000 273    60    45  11.1 -10.0 21.56  4.58  0.48  2.78 104.4  0.77 0.100  0.87  1513    28   211  1274   282   992     0  0.00     0     0   845     0 15.28 1.379  66.4     0     0  1278   272  0.45  0.78 110.1  88.2  4.65  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.24
 2000 274    61    46  11.4 -10.0 21.67  4.70  0.50  2.78 121.1  0.81 0.106  0.91  1620    28   226  1365   298  1067     0  0.00     0     0   911     0 19.02 1.500  66.7     0     0  1337   271  0.46  0.79 108.2  74.3  4.26  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.23
 2000 275    62    47  11.6 -10.0 21.79  4.82  0.51  2.78 149.1  0.85 0.112  0.96  1753    28   245  1479   315  1164     0  0.00     0     0   998     0 22.83 1.631  67.5     0     0  1396   270  0.47  0.79 106.1  58.7  3.68  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.23
 2000 276    63    48   9.7 -10.0 21.89  4.91  0.53  2.78 106.4  0.88 0.117  1.00  1847    28   259  1559   328  1231     0  0.00     0     0  1057     0 26.02 1.750  67.8     0     0  1445   269  0.47  0.79 109.5  90.0  5.93  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.03  0.00  0.23
 2000 277    64    49  11.1 -10.0 22.00  5.03  0.55  2.78  88.0  0.93 0.123  1.05  1923    28   270  1625   346  1279     0  0.00     0     0  1095     0 29.67 1.893  67.4     0     0  1502   268  0.48  0.79 112.7  99.9  7.32  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.22
 2000 278    65    50  10.9 -10.0 22.12  5.14  0.57  2.78 153.0  1.00 0.135  1.14  2060    28   289  1742   376  1366     0  0.00     0     0  1163     0 33.24 2.041  66.7     0     0  1558   266  0.49  0.79 110.4  61.1  4.39  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.22
 2000 279    66    51   8.3 -10.0 22.20  5.22  0.59  2.78  31.1  1.05 0.141  1.19  2085    28   293  1764   395  1369     0  0.00     0     0  1157     0 35.98 2.160  65.6     0     0  1600   265  0.50  0.79 119.5  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.17  0.00  0.22
 2000 280    67    52   8.8 -10.0 22.29  5.31  0.61  2.78 188.5  1.10 0.149  1.25  2255    28   316  1911   416  1494     0  0.00     0     0  1269     0 38.87 2.288  66.4     0     0  1645   264  0.51  0.79 117.7  54.7  4.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.12  0.00  0.21
 2000 281    68    53   9.1 -10.0 22.38  5.41  0.63  2.78 156.2  1.16 0.158  1.32  2395    28   335  2031   439  1592     0  0.00     0     0  1353     0 41.86 2.432  66.6     0     0  1691   264  0.51  0.79 124.5  69.6  5.20  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.09  0.00  0.21
 2000 282    69    54  10.1 -10.0 22.48  5.51  0.65  2.78  72.2  1.23 0.168  1.40  2458    28   344  2085   468  1618     0  0.00     0     0  1363     0 45.21 2.601  65.3     0     0  1742   262  0.52  0.79 125.1  99.9 11.84  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.21
 2000 283    70    55  11.2 -10.0 22.60  5.62  0.67  2.78 161.1  1.31 0.180  1.49  2602    28   364  2210   499  1710     0  0.00     0     0  1436     0 48.93 2.794  65.0     0     0  1799   261  0.53  0.79 124.1  65.2  5.32  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.20
 2000 284    71    56  10.3 -10.0 22.70  5.73  0.69  2.78 130.4  1.38 0.191  1.57  2718    28   380  2310   529  1781     0  0.00     0     0  1489     0 52.37 2.981  64.4     0     0  1852   261  0.54  0.80 125.1  82.4  7.05  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.20
 2000 285    72    57   9.3 -10.0 22.80  5.82  0.71  2.78  30.7  1.44 0.200  1.64  2743    28   383  2331   553  1778     0  0.00     0     0  1474     0 55.47 3.158  63.2     0     0  1899   260  0.55  0.80 142.3  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.07  0.00  0.20
 2000 286    73    58   7.4 -10.0 22.87  5.90  0.71  2.78 191.0  1.47 0.205  1.68  2916    28   406  2481   568  1913     0  0.00     0     0  1601     0 57.93 3.298  64.5     0     0  1937   259  0.56  0.80 141.8  68.7  5.46  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.26  0.00  0.20
 2000 287    74    59   9.1 -10.0 22.97  5.99  0.73  2.78  71.4  1.53 0.214  1.74  2978    28   415  2535   592  1944     0  0.00     0     0  1617     0 60.98 3.483  63.8     0     0  1983   259  0.56  0.80 141.3  99.9 14.90  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.09  0.00  0.19
 2000 288    75    60  10.8 -10.0 23.08  6.10  0.75  2.78 220.3  1.64 0.230  1.87  3179    28   441  2710   635  2075     0  0.00     0     0  1722     0 62.70 3.707  63.5     0     0  2039   258  0.57  0.80 135.6  51.4  4.62  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 289    76    61  12.5 -10.0 23.27  6.23  0.78  2.78 256.7  1.79 0.255  2.04  3413    28   471  2914   698  2216     0  0.00     0     0  1822     0 64.70 3.983  62.5     0     0  2134   256  0.58  0.80 133.4  41.8  4.06  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 290    77    62  12.1 -10.0 23.45  6.35  0.81  2.78 215.9  1.93 0.279  2.21  3610    28   496  3086   759  2326     0  0.00     0     0  1892     0 66.64 4.266  61.3     0     0  2226   255  0.60  0.80 131.8  49.7  5.22  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 291    78    63  10.4 -10.0 23.61  6.46  0.83  2.78 236.5  2.06 0.300  2.36  3826    28   523  3275   813  2462     0  0.00     0     0  1990     0 68.32 4.525  60.8     0     0  2306   253  0.60  0.81 129.9  46.2  5.19  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 292    79    64  13.0 -10.0 23.81  6.59  0.85  2.78 237.6  2.22 0.327  2.54  4043    28   550  3465   879  2586     0  0.00     0     0  2066     0 70.42 4.865  59.6     0     0  2406   252  0.61  0.81 127.5  42.6  5.14  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 293    80    65  12.4 -10.0 30.37  6.72  0.87  2.78 168.5  2.37 0.352  2.72  4197    28   569  3600   943  2657     0  0.00     0     0  2093     0 72.43 5.206  58.2     0     0  2501   251  0.63  0.81 126.3  60.9  7.79  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 294    81    66  10.8 -10.0 30.92  6.83  0.88  2.78 148.0  2.52 0.377  2.90  4332    28   585  3718  1008  2711     0  0.00     0     0  2105     0 74.18 5.512  56.6     0     0  2583   250  0.63  0.81 133.3  74.8  9.38  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 295    82    67  11.4 -10.0 31.51  6.94  0.90  2.78  14.7  2.68 0.399  3.08  4343    28   586  3728  1076  2652     0  0.00     0     0  2022     0 76.03 5.846  54.2     0     0  2670   249  0.64  0.82 155.2  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 296    83    68   9.4  -9.9 32.00  7.04  0.91  2.78 310.5  2.82 0.425  3.25  4629    28   620  3981  1137  2844     0  0.00     0     0  2163     0 77.57 6.121  54.3     0     0  2742   248  0.65  0.82 146.4  40.6  4.78  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.06  0.00  0.00
 2000 297    84    69  14.3  -9.5 32.74  7.18  0.93  2.78 337.2  3.09 0.475  3.56  4939    28   656  4255  1251  3004     0  0.00     0     0  2226     0 79.90 6.564  52.3     0     0  2852   247  0.66  0.82 143.4  32.2  4.10  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 298    85    70  14.8  -9.0 33.50  7.34  0.94  2.78 345.3  3.36 0.527  3.89  5257    28   692  4537  1371  3166     0  0.00     0     0  2287     0 82.33 7.050  50.4     0     0  2965   245  0.67  0.82 140.2  30.3  4.17  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 299    86    71  13.2  -8.4 34.19  7.47  0.95  2.78 301.1  3.61 0.574  4.18  5535    28   723  4783  1480  3303     0  0.00     0     0  2333     0 84.51 7.508  48.8     0     0  2965   244  0.69  0.83 137.4  34.9  5.16  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 300    87    72  12.8  -8.1 34.85  7.60  0.96  2.78 249.0  3.84 0.619  4.46  5764    28   748  4987  1585  3402     0  0.00     0     0  2348     0 86.62 7.971  47.1     0     0  2965   242  0.70  0.83 135.4  42.7  6.71  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 301    88    73  12.2  -7.7 35.48  7.73  0.97  2.78 340.7  4.07 0.667  4.74  6079    28   782  5268  1685  3583     0  0.00     0     0  2425     0 88.63 8.426  46.0     0     0  2965   241  0.71  0.83 132.1  30.4  5.06  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 302    89    74  13.9  -7.2 36.20  7.87  0.97  2.78 325.6  4.33 0.720  5.05  6380    28   815  5537  1800  3737     0  0.00     0     0  2471     0 90.95 8.971  44.6     0     0  2965   240  0.72  0.83 129.1  29.7  5.29  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 303    90    75  14.2  -6.6 36.93  8.01  0.98  2.78 353.4  4.58 0.778  5.36  6707    28   849  5830  1922  3909     0  0.00     0     0  2523     0 93.31 9.552  43.3     0     0  2908   238  0.73  0.84 125.7  26.3  5.02  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 304    91    76  14.6  -6.1 37.69  8.16  0.98  2.78 225.9  4.92 0.841  5.76  6916    28   870  6017  2084  3934     0  0.00     0     0  2442     0 95.76 10.17  40.6     0     0  2851   236  0.74  0.84 124.1  40.1  8.07  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 305    92    77  14.0  -6.0 38.41  8.31  0.99  2.78  83.4  5.24 0.893  6.13  6991    28   877  6085  2240  3845     0  0.00     0     0  2286     0 98.12 10.78  37.6     0     0  2798   234  0.75  0.84 126.0  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 306    93    78  13.7  -6.0 39.12  8.45  0.99  2.78 333.7  5.55 0.961  6.52  7301    28   908  6364  2393  3971     0  0.00     0     0  2276     0 100.4 11.38  35.8     0     0  2748   232  0.76  0.84 123.0  27.7  5.81  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
 2000 307    94    79  12.4  -6.0 39.76  8.57  0.99  2.78 207.9  5.84 1.018  6.86  7493    28   927  6538  2533  4005     0  0.00     0     0  2212     0 102.6 11.95  33.8     0     0  2703   230  0.77  0.85 127.1  47.1  9.88  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.00  0.00
